snapshot_utc,mode,event_id,commence_utc,home,away,book,market,outcome,point,price
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,fanduel,h2h,Atlanta Braves,,1.65
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,fanduel,h2h,San Francisco Giants,,2.3
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,fanduel,spreads,Atlanta Braves,-1.5,2.4
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,fanduel,spreads,San Francisco Giants,1.5,1.59
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,fanduel,totals,Over,8.5,1.91
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,fanduel,totals,Under,8.5,1.91
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betsson,h2h,Atlanta Braves,,1.61
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betsson,h2h,San Francisco Giants,,2.33
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betsson,spreads,Atlanta Braves,-1.5,2.22
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betsson,spreads,San Francisco Giants,1.5,1.63
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betsson,totals,Over,8.5,1.93
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betsson,totals,Under,8.5,1.83
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betmgm,h2h,Atlanta Braves,,1.62
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betmgm,h2h,San Francisco Giants,,2.35
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betmgm,spreads,Atlanta Braves,-1.5,2.35
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betmgm,spreads,San Francisco Giants,1.5,1.61
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betmgm,totals,Over,8.5,2.0
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,betmgm,totals,Under,8.5,1.83
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,coolbet,h2h,Atlanta Braves,,1.61
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,coolbet,h2h,San Francisco Giants,,2.33
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,coolbet,spreads,Atlanta Braves,-1.5,2.33
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,coolbet,spreads,San Francisco Giants,1.5,1.61
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,coolbet,totals,Over,8.5,1.96
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,coolbet,totals,Under,8.5,1.85
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,draftkings,h2h,Atlanta Braves,,1.6
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,draftkings,h2h,San Francisco Giants,,2.38
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,draftkings,spreads,Atlanta Braves,-1.5,2.31
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,draftkings,spreads,San Francisco Giants,1.5,1.63
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,draftkings,totals,Over,8.0,1.84
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,draftkings,totals,Under,8.0,1.99
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,pinnacle,h2h,Atlanta Braves,,1.62
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,pinnacle,h2h,San Francisco Giants,,2.44
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,pinnacle,spreads,Atlanta Braves,-1.5,2.33
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,pinnacle,spreads,San Francisco Giants,1.5,1.67
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,pinnacle,totals,Over,8.0,1.89
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,pinnacle,totals,Under,8.0,1.97
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,matchbook,h2h,Atlanta Braves,,1.61
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,matchbook,h2h,San Francisco Giants,,2.42
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,matchbook,h2h_lay,Atlanta Braves,,1.7
2026-08-31T07:07:23Z,scheduled,07d39d9ad653030c4c89d9a08c4071f5,2026-08-31T22:05:00Z,Atlanta Braves,San Francisco Giants,matchbook,h2h_lay,San Francisco Giants,,2.62
