snapshot_utc,mode,event_id,commence_utc,home,away,book,market,outcome,point,price
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,draftkings,h2h,Denver Broncos,,2.14
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,draftkings,h2h,Kansas City Chiefs,,1.74
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,draftkings,spreads,Denver Broncos,2.5,1.91
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,draftkings,spreads,Kansas City Chiefs,-2.5,1.91
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,draftkings,totals,Over,43.5,1.93
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,draftkings,totals,Under,43.5,1.89
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,fanduel,h2h,Denver Broncos,,2.12
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,fanduel,h2h,Kansas City Chiefs,,1.76
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,fanduel,spreads,Denver Broncos,2.5,1.87
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,fanduel,spreads,Kansas City Chiefs,-2.5,1.95
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,fanduel,totals,Over,43.5,1.89
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,fanduel,totals,Under,43.5,1.93
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betsson,h2h,Denver Broncos,,2.12
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betsson,h2h,Kansas City Chiefs,,1.72
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betsson,spreads,Denver Broncos,2.5,1.86
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betsson,spreads,Kansas City Chiefs,-2.5,1.94
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betsson,totals,Over,43.5,1.88
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betsson,totals,Under,43.5,1.92
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betmgm,h2h,Denver Broncos,,2.15
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betmgm,h2h,Kansas City Chiefs,,1.74
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betmgm,spreads,Denver Broncos,2.0,1.93
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betmgm,spreads,Kansas City Chiefs,-2.0,1.91
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betmgm,totals,Over,43.5,1.91
2026-09-14T07:14:07Z,scheduled,5ad8135dc2b5f27de0b777acd317855a,2026-09-15T00:15:00Z,Kansas City Chiefs,Denver Broncos,betmgm,totals,Under,43.5,1.93
