snapshot_utc,mode,event_id,commence_utc,home,away,book,market,outcome,point,price
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,draftkings,h2h,Buffalo Bills,,1.31
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,draftkings,h2h,Los Angeles Chargers,,3.6
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,draftkings,spreads,Buffalo Bills,-7.0,1.89
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,draftkings,spreads,Los Angeles Chargers,7.0,1.93
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,draftkings,totals,Over,50.5,1.95
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,draftkings,totals,Under,50.5,1.87
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,fanduel,h2h,Buffalo Bills,,1.27
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,fanduel,h2h,Los Angeles Chargers,,3.95
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,fanduel,spreads,Buffalo Bills,-7.5,1.98
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,fanduel,spreads,Los Angeles Chargers,7.5,1.83
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,fanduel,totals,Over,50.5,1.95
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,fanduel,totals,Under,50.5,1.87
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betrivers,h2h,Buffalo Bills,,1.27
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betrivers,h2h,Los Angeles Chargers,,3.8
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betrivers,spreads,Buffalo Bills,-7.0,1.88
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betrivers,spreads,Los Angeles Chargers,7.0,1.93
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betrivers,totals,Over,50.5,1.93
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betrivers,totals,Under,50.5,1.88
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betsson,h2h,Buffalo Bills,,1.28
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betsson,h2h,Los Angeles Chargers,,3.67
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betsson,spreads,Buffalo Bills,-7.5,1.97
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betsson,spreads,Los Angeles Chargers,7.5,1.78
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betsson,totals,Over,50.5,1.9
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betsson,totals,Under,50.5,1.9
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betmgm,h2h,Buffalo Bills,,1.29
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betmgm,h2h,Los Angeles Chargers,,3.75
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betmgm,spreads,Buffalo Bills,-7.0,1.89
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betmgm,spreads,Los Angeles Chargers,7.0,1.95
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betmgm,totals,Over,50.0,1.91
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,betmgm,totals,Under,50.0,1.93
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,pinnacle,h2h,Buffalo Bills,,1.3
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,pinnacle,h2h,Los Angeles Chargers,,3.74
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,pinnacle,spreads,Buffalo Bills,-7.5,2.03
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,pinnacle,spreads,Los Angeles Chargers,7.5,1.86
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,pinnacle,totals,Over,50.0,1.93
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,pinnacle,totals,Under,50.0,1.93
2026-09-25T07:13:40Z,scheduled,b225458a282e140c44c45651255f2f6c,2026-09-27T17:00:00Z,Buffalo Bills,Los Angeles Chargers,matchbook,h2h,Buffalo Bills,,1.33
