snapshot_utc,mode,event_id,commence_utc,home,away,book,market,outcome,point,price
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,draftkings,h2h,Atlanta Falcons,,3.0
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,draftkings,h2h,Green Bay Packers,,1.41
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,draftkings,spreads,Atlanta Falcons,4.5,1.95
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,draftkings,spreads,Green Bay Packers,-4.5,1.87
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,draftkings,totals,Over,42.5,1.85
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,draftkings,totals,Under,42.5,1.98
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,betsson,h2h,Atlanta Falcons,,3.0
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,betsson,h2h,Green Bay Packers,,1.39
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,betsson,spreads,Atlanta Falcons,4.5,1.89
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,betsson,spreads,Green Bay Packers,-4.5,1.85
2026-09-24T07:13:37Z,scheduled,e5fbd3b3953b896b1bf897ddadb3cc4b,2026-09-25T00:15:00Z,Green Bay Packers,Atlanta Falcons,betsson,totals,Over,43.5,1.94
